Date,Price,Open,High,Low,LQ45_Vol,Change %
09/05/2014,827.17,822.77,827.17,820.79,1.29B,0.68%
08/05/2014,821.57,824.44,825.62,817.72,941.83M,0.18%
07/05/2014,820.09,815.04,820.37,814.08,920.53M,0.58%
06/05/2014,815.34,817.93,819.76,814.6,515.88M,-0.22%
05/05/2014,817.15,816.78,820.12,815.96,559.86M,0.17%
02/05/2014,815.79,816.32,820.15,815.43,942.04M,0.10%
30/04/2014,814.96,815.88,817.82,812.59,1.20B,0.35%
29/04/2014,812.09,811.59,813.99,808.58,803.32M,-0.20%
28/04/2014,813.73,829,830.3,813.73,1.06B,-1.90%
25/04/2014,829.48,830.2,834.47,829.48,1.23B,-0.01%
24/04/2014,829.6,828.96,834.03,827.12,1.18B,0.03%
23/04/2014,829.34,828.92,834.07,828.24,1.17B,-0.12%
22/04/2014,830.33,828.72,830.33,822.32,1.03B,0.12%
21/04/2014,829.35,833.62,833.74,828.29,542.92M,-0.03%
17/04/2014,829.6,829.72,831.03,825.18,896.97M,0.75%
16/04/2014,823.42,826.54,828.38,823.42,1.04B,0.04%
15/04/2014,823.09,824.94,828.88,821.23,1.42B,0.01%
14/04/2014,823.01,812.94,824.15,812.94,1.58B,1.11%
11/04/2014,813.97,795.06,813.97,792.7,1.77B,1.34%
10/04/2014,803.23,811.97,812.51,797.98,3.55B,-3.91%
09/04/2014,835.9,834.97,836.72,832.56,-,0.00%
08/04/2014,835.9,834.97,836.72,832.56,1.68B,0.16%
07/04/2014,834.57,819.54,836.26,818.91,1.62B,1.77%
04/04/2014,820.08,829.55,830.48,816.35,1.13B,-1.05%
03/04/2014,828.77,825.87,829.83,824.7,1.18B,0.58%
02/04/2014,824.02,825.31,829.44,820.5,1.51B,-0.02%
01/04/2014,824.17,806.74,824.17,806.15,1.86B,3.08%
28/03/2014,799.51,795.06,801.62,794.73,1.14B,1.04%
27/03/2014,791.28,791.35,800.49,790.49,1.12B,-0.23%
26/03/2014,793.09,789.37,797.46,789.27,924.02M,0.64%
25/03/2014,788.03,788.46,789.95,785.88,867.73M,-0.52%
24/03/2014,792.13,792.12,794.64,787.28,942.97M,0.39%
21/03/2014,789.03,791.67,797.09,780.97,1.53B,0.04%
20/03/2014,788.68,811.77,811.86,787.87,1.72B,-3.27%
19/03/2014,815.33,815.52,819.46,814.05,1.27B,0.36%
18/03/2014,812.44,829.05,831.29,811.56,1.93B,-1.93%
17/03/2014,828.44,832.93,833.93,820.91,2.90B,-0.27%
14/03/2014,830.67,786.02,830.67,783.53,2.32B,4.56%
13/03/2014,794.41,787.64,794.41,786.72,1.51B,1.21%
12/03/2014,784.91,782.87,787.96,780.14,2.08B,-0.51%
11/03/2014,788.96,783.97,789.17,783.69,2.09B,0.51%
10/03/2014,784.97,781.33,787.29,779.32,1.49B,-0.22%
09/03/2014,786.69,786.69,786.69,786.69,-,0.00%
07/03/2014,786.69,791.8,792.63,786.12,1.86B,-0.23%
06/03/2014,788.54,785.32,788.54,782.37,1.86B,0.70%
05/03/2014,783.09,777.63,783.38,776.76,1.34B,1.37%
04/03/2014,772.49,769.02,773.11,766.4,1.27B,0.35%
03/03/2014,769.77,768.76,770.62,766.61,958.14M,-0.89%
28/02/2014,776.69,768.48,776.69,767.1,1.27B,1.50%
27/02/2014,765.24,759.12,767.36,757.81,1.08B,0.85%
26/02/2014,758.81,764.37,766.49,756.68,1.32B,-1.22%
25/02/2014,768.21,780.89,783.62,766.49,1.11B,-1.47%
24/02/2014,779.7,786.61,788.71,779.47,1.04B,-0.66%
21/02/2014,784.9,780.73,786.01,780.07,1.53B,1.09%
20/02/2014,776.41,771.19,776.41,770.75,1.23B,0.37%
19/02/2014,773.54,767.32,773.54,767.26,1.22B,0.92%
18/02/2014,766.46,767.65,769.46,764.56,1.34B,-0.03%
17/02/2014,766.72,761.86,768.22,761.86,1.98B,1.21%
14/02/2014,757.59,758.04,758.73,755.81,1.17B,0.39%
13/02/2014,754.68,755.59,756.88,753.9,978.14M,-0.21%
12/02/2014,756.28,757.17,759.28,753.31,1.50B,0.55%
11/02/2014,752.14,748.68,753.9,748.24,1.45B,0.58%
10/02/2014,747.83,755.92,758.73,747.83,1.58B,-0.43%
07/02/2014,751.05,747.23,753.08,746.93,1.67B,1.11%
06/02/2014,742.82,734.58,742.82,734.23,1.37B,1.20%
05/02/2014,734,733.31,735.36,729.3,1.07B,1.01%
04/02/2014,726.63,720.95,731.17,719.63,819.49M,-1.03%
03/02/2014,734.16,738.71,739.74,731.31,738.70M,-1.02%
30/01/2014,741.75,729.91,741.75,727.02,1.03B,-0.10%
29/01/2014,742.46,730.93,746.99,730.93,1.15B,2.09%
28/01/2014,727.25,719.52,730.38,715.51,974.26M,0.67%
27/01/2014,722.4,726.52,727.2,713.08,1.04B,-3.30%
24/01/2014,747.04,756.34,756.66,747.04,928.38M,-1.79%
23/01/2014,760.63,762.01,765.02,758.64,1.29B,0.43%
22/01/2014,757.37,749.46,757.37,747.43,1.34B,0.80%
21/01/2014,751.33,751.24,753.09,748.95,1.22B,0.38%
20/01/2014,748.46,744.26,750.12,743.79,885.64M,0.42%
17/01/2014,745.34,745.32,749.83,740.85,1.03B,-0.14%
16/01/2014,746.38,756.06,756.55,746.22,1.37B,-0.81%
15/01/2014,752.46,744.73,757.92,743.62,2.15B,1.45%
13/01/2014,741.74,721.53,742.68,720.99,2.25B,4.26%
10/01/2014,711.43,697.48,715.8,696.19,1.08B,1.83%
09/01/2014,698.65,698.82,702.75,696.28,961.88M,-0.05%
08/01/2014,698.98,696.47,700.56,690.61,895.61M,0.65%
07/01/2014,694.47,700.46,701.79,694.47,810.72M,-0.73%
06/01/2014,699.56,709.84,710.76,695.75,651.47M,-1.38%
03/01/2014,709.35,715.91,716.54,706.62,728.39M,-1.96%
02/01/2014,723.52,716.37,723.62,714.86,630.81M,1.74%
01/01/2014,711.13,708.54,711.82,705.12,-,0.00%
30/12/2013,711.13,708.54,711.82,705.12,678.19M,1.38%
27/12/2013,701.48,702.97,708.61,701.48,542.27M,0.04%
24/12/2013,701.2,698.83,702.25,694.4,428.84M,0.59%
23/12/2013,697.07,699.8,700.94,689.59,604.13M,-0.16%
20/12/2013,698.22,704.62,705.04,694.83,872.56M,-1.02%
19/12/2013,705.44,705.19,710.65,700.21,934.60M,1.21%
18/12/2013,697.01,695.96,700.57,691.43,1.01B,0.48%
17/12/2013,693.65,686.61,697.25,686.48,1.28B,1.86%
16/12/2013,680.98,687.13,687.8,678.1,1.19B,-1.52%
13/12/2013,691.51,700.61,700.9,689.99,869.52M,-1.25%
12/12/2013,700.24,705.61,708.7,700.24,988.33M,-1.93%
11/12/2013,714.03,713.33,715.51,705.93,1.01B,0.04%
10/12/2013,713.77,702.41,714.85,700.97,1.28B,1.99%
09/12/2013,699.82,698.55,703.69,693.76,1.01B,1.27%
06/12/2013,691.02,695.2,695.62,687.33,1.08B,-1.13%
05/12/2013,698.95,702.93,704.04,692.1,1.01B,-0.69%
04/12/2013,703.78,708.27,710.33,703.78,982.17M,-1.44%
03/12/2013,714.08,718.82,719.23,708.7,915.24M,-0.79%
02/12/2013,719.75,708.12,721.83,707.15,1.45B,2.11%
29/11/2013,704.88,698.89,706.34,698.2,819.40M,0.36%
28/11/2013,702.38,707.74,709.81,695.99,866.56M,-0.30%
27/11/2013,704.5,706.36,709.13,698.56,1.10B,0.61%
26/11/2013,700.21,722.25,723,700.21,2.39B,-3.23%
25/11/2013,723.6,723.8,727.33,720.34,762.32M,0.38%
22/11/2013,720.89,728.74,729.99,718.2,821.32M,-0.16%
21/11/2013,722.01,721.22,724.02,716.25,806.86M,-0.70%
20/11/2013,727.09,740.58,740.58,722.94,998.78M,-1.48%
19/11/2013,738.01,736.12,740.3,730.88,1.04B,0.18%
18/11/2013,736.72,728.66,737.12,728.45,918.54M,2.03%
15/11/2013,722.07,734.4,738.19,719.55,910.42M,-0.94%
14/11/2013,728.9,720.42,732.88,720.42,1.28B,1.97%
13/11/2013,714.8,725.5,725.5,712.28,1.21B,-2.24%
12/11/2013,731.15,745.08,746.25,729.34,1.20B,-1.61%
11/11/2013,743.15,748.86,750.94,740.67,1.18B,-0.86%
08/11/2013,749.58,745.74,752.83,742.04,1.31B,-0.35%
07/11/2013,752.25,745.34,754.48,744.11,1.30B,1.09%
06/11/2013,744.15,739.65,744.15,736.19,1.07B,0.80%
04/11/2013,738.24,737.74,742.45,733.35,855.94M,-0.14%
01/11/2013,739.28,745.39,757.19,739.28,1.39B,-2.06%
31/10/2013,754.81,758.59,762.42,750.16,1.32B,-1.86%
30/10/2013,769.08,766.33,769.33,761.07,1.28B,0.39%
29/10/2013,766.09,770.41,773.07,762.06,1.09B,-0.87%
28/10/2013,772.82,775.13,778,769.23,1.36B,0.14%
25/10/2013,771.77,770.71,776.81,767.98,1.34B,-0.37%
24/10/2013,774.66,761.84,774.8,760.88,1.58B,1.38%
23/10/2013,764.12,762.87,779.95,762.87,1.49B,0.75%
22/10/2013,758.43,766.87,769.06,755.51,905.72M,-1.98%
21/10/2013,773.75,770.52,775.36,767.95,1.18B,0.79%
18/10/2013,767.71,761.98,767.71,756.95,1.13B,0.76%
17/10/2013,761.92,765.67,769.97,757.25,1.04B,0.61%
16/10/2013,757.28,765.33,766.34,754.65,837.26M,-0.79%
11/10/2013,763.31,764.7,767.56,758.1,1.17B,1.07%
10/10/2013,755.2,754.79,758.59,752.47,1.21B,0.87%
09/10/2013,748.71,740.22,751.86,737.51,1.18B,0.73%
08/10/2013,743.25,727.32,745.71,727.26,1.13B,1.62%
07/10/2013,731.39,733.72,737.01,727.91,791.60M,-0.21%
04/10/2013,732.91,735.97,737.13,728.62,689.08M,-0.76%
03/10/2013,738.49,735.23,740.29,734.34,641.17M,0.76%
02/10/2013,732.95,728.87,740,728.64,914.02M,1.49%
01/10/2013,722.2,712.59,730.04,712.59,961.35M,1.30%
30/09/2013,712.9,729.22,734.72,712.9,1.17B,-3.53%
27/09/2013,738.97,743.38,746.29,737.82,796.51M,0.47%
26/09/2013,735.5,736.06,751.31,734.22,1.27B,-0.21%
25/09/2013,737.04,731.3,744.86,725.12,1.16B,-1.62%
24/09/2013,749.2,766.34,772.41,745.54,1.33B,-2.70%
23/09/2013,769.99,759.39,769.99,757.91,977.32M,-0.51%
20/09/2013,773.93,789.91,793.1,773.93,1.42B,-2.50%
19/09/2013,793.79,781.11,827.54,781.11,3.48B,5.53%
18/09/2013,752.2,761.63,762.33,749.1,1.24B,-1.75%
17/09/2013,765.62,765.76,769.57,756.88,1.64B,-0.15%
16/09/2013,766.77,743.82,766.77,743.77,1.74B,4.08%
13/09/2013,736.71,730.04,737.9,725.67,1.08B,0.29%
12/09/2013,734.58,731.57,739.15,726.69,1.34B,-0.22%
11/09/2013,736.19,743.88,749.08,721.51,1.58B,-0.39%
10/09/2013,739.06,709.73,739.06,709.73,2.91B,5.45%
09/09/2013,700.85,684.6,700.85,681.62,1.52B,3.67%
06/09/2013,676.06,671.51,676.06,662.72,1.12B,0.97%
05/09/2013,669.58,678.87,684.53,662.56,1.39B,-0.60%
04/09/2013,673.61,686.24,686.73,672.19,1.28B,-2.57%
03/09/2013,691.39,681.72,693.38,681.38,1.21B,1.85%
02/09/2013,678.82,701.48,703.33,672.45,1.15B,-3.17%
30/08/2013,701.07,678.91,701.07,677.27,1.62B,3.10%
29/08/2013,680.01,668.8,680.57,664.22,1.89B,2.26%
28/08/2013,664.98,635.25,668.42,625.48,2.08B,2.01%
27/08/2013,651.87,672.47,672.66,650.52,1.30B,-3.84%
26/08/2013,677.89,691.02,694.46,677.89,941.56M,-1.65%
23/08/2013,689.26,695.78,704.1,685.69,1.26B,-0.03%
22/08/2013,689.5,683.18,692.57,676.75,1.64B,-0.96%
21/08/2013,696.15,689.52,707.54,682.34,1.13B,1.31%
20/08/2013,687.17,694.37,697.63,663.42,2.15B,-2.95%
19/08/2013,708.09,750.12,750.5,708.09,1.39B,-6.69%
16/08/2013,758.86,771.7,772.26,758.86,1.08B,-2.88%
15/08/2013,781.33,782.02,783.16,778.07,808.90M,-0.63%
14/08/2013,786.29,778.06,786.29,774.4,1.10B,1.26%
13/08/2013,776.47,763.8,776.47,763.8,1.19B,1.64%
12/08/2013,763.95,772.04,772.62,759.75,945.28M,-1.42%
02/08/2013,774.94,779.47,781.88,771.07,747.18M,0.10%
01/08/2013,774.15,774.09,776.07,767.2,855.55M,0.29%
31/07/2013,771.9,776.62,778.72,763.48,1.02B,-0.05%
30/07/2013,772.25,767.56,776.75,766.05,731.52M,1.31%
29/07/2013,762.29,774.66,774.67,761.91,817.07M,-1.91%
26/07/2013,777.15,780.5,784.99,774.44,735.14M,-0.25%
25/07/2013,779.08,789.91,790.53,778.64,897.20M,-1.30%
24/07/2013,789.35,797.18,801.24,779.81,992.27M,-1.20%
23/07/2013,798.91,783.25,798.91,782.92,1.26B,2.59%
22/07/2013,778.71,793.67,794.09,778.71,748.83M,-1.67%
19/07/2013,791.91,789.43,795.49,787.37,1.01B,-0.03%
18/07/2013,792.13,783,792.13,782.39,1.32B,0.94%
17/07/2013,784.72,780.6,784.98,775.99,1.79B,0.79%
16/07/2013,778.54,776.99,782.94,773.56,1.28B,0.08%
15/07/2013,777.9,779.37,779.5,765.14,1.08B,0.03%
12/07/2013,777.66,774.07,786.52,768.82,1.39B,0.80%
11/07/2013,771.45,751.52,775.41,751.52,1.81B,3.55%
10/07/2013,745,730.86,748.63,730.52,1.31B,2.31%
09/07/2013,728.21,738.68,743.8,728.21,1.05B,-0.41%
08/07/2013,731.23,758.13,758.46,731.23,1.02B,-4.32%
05/07/2013,764.28,769.03,772.7,760.51,772.08M,0.78%
04/07/2013,758.33,760.48,770.05,758.26,871.77M,0.40%
03/07/2013,755.31,780.3,781.27,755.31,1.04B,-3.67%
02/07/2013,784.12,801.99,802.47,782.89,817.76M,-1.33%
01/07/2013,794.7,788.24,803.9,786.05,774.50M,-1.16%
28/06/2013,804,785.26,804,785.04,1.71B,3.96%
27/06/2013,773.39,769.75,785,769.75,1.41B,2.37%
26/06/2013,755.46,734.74,763.93,730.45,1.53B,4.99%
25/06/2013,719.58,732.8,738.67,716.08,1.34B,-0.64%
24/06/2013,724.25,738.5,748.07,724.25,1.18B,-1.63%
21/06/2013,736.26,740.45,749.38,731.57,1.98B,-3.20%
20/06/2013,760.6,779.83,779.83,759.46,1.45B,-4.43%
19/06/2013,795.89,805.77,811.6,795.28,1.21B,-0.99%
18/06/2013,803.88,797.86,810.27,797.84,1.59B,1.41%
17/06/2013,792.71,789.03,799.89,788.06,1.19B,0.30%
14/06/2013,790.34,769.62,794.41,769.62,1.63B,4.06%
13/06/2013,759.5,762.4,773.66,750.84,1.70B,-2.32%
12/06/2013,777.53,749.32,777.54,738.19,2.41B,2.67%
11/06/2013,757.28,785.19,786.93,750.39,1.95B,-3.64%
10/06/2013,785.91,808.68,811.53,781.44,1.57B,-1.93%
07/06/2013,801.34,826.83,827.65,801.34,1.56B,-3.58%
05/06/2013,831.09,831.97,831.99,822.64,1.23B,-0.67%
04/06/2013,836.73,823.87,836.73,821.27,1.67B,1.58%
03/06/2013,823.71,835.67,836.79,821.99,2.32B,-1.88%
31/05/2013,839.47,859.17,861.11,839.47,3.59B,-2.13%
30/05/2013,857.76,870.65,870.65,854.88,1.72B,-2.10%
29/05/2013,876.19,874.88,882.17,866.28,2.08B,0.53%
28/05/2013,871.57,849.62,874.45,849.62,2.75B,2.19%
27/05/2013,852.86,867.15,868.32,851.78,1.49B,-1.93%
24/05/2013,869.64,867.46,874.05,866.44,1.39B,0.55%
23/05/2013,864.87,879,880.03,859.25,2.61B,-1.74%
22/05/2013,880.18,878.92,886.7,877,2.31B,0.14%
21/05/2013,878.99,886.8,892.48,873.22,2.56B,-0.58%
20/05/2013,884.13,874.86,890.91,874.86,2.48B,1.62%
17/05/2013,870.03,855.78,874.73,855.14,1.46B,1.63%
16/05/2013,856.07,857.31,861.86,855.53,1.69B,-0.10%
15/05/2013,856.89,857.8,861.05,854.83,1.33B,0.00%
14/05/2013,856.87,849.79,856.87,847.93,1.33B,0.68%
13/05/2013,851.08,860.46,860.53,846.07,1.22B,-1.21%
10/05/2013,861.47,859.78,864.61,856.32,1.44B,0.24%
08/05/2013,859.37,853.96,861.67,853.22,2.01B,0.65%
07/05/2013,853.84,845.86,854.22,844.39,1.64B,0.93%
06/05/2013,845.94,835.62,847.66,835.62,1.25B,1.48%
03/05/2013,833.61,846.72,848.46,829.45,1.70B,-1.61%
02/05/2013,847.29,856.75,860.44,846.62,1.87B,-1.48%
01/05/2013,860.04,853.64,861.02,851.65,2.12B,0.34%
30/04/2013,857.12,848.65,857.12,844.45,1.75B,1.02%
29/04/2013,848.43,843.89,848.43,842.62,1.52B,0.77%
26/04/2013,841.93,847.22,848.77,841.93,1.85B,-0.69%
25/04/2013,847.82,848.38,850.93,840.93,2.60B,-0.33%
24/04/2013,850.66,847.71,850.66,844.93,1.40B,0.91%
23/04/2013,842.98,847.51,847.75,841.74,1.44B,-0.52%
22/04/2013,847.37,848.37,852.85,842.19,1.44B,0.05%
19/04/2013,846.95,847.55,852.03,844.11,2.02B,-0.31%
18/04/2013,849.55,843.74,849.79,842.57,1.94B,0.20%
17/04/2013,847.89,841.26,849.41,840.49,1.52B,1.13%
16/04/2013,838.42,822.28,838.42,818.98,1.47B,1.55%
15/04/2013,825.6,830.3,831.04,823.94,994.15M,-1.02%
12/04/2013,834.12,832.57,836.64,831.27,1.45B,0.23%
11/04/2013,832.17,825.3,832.17,823.94,1.31B,1.13%
10/04/2013,822.87,829.6,829.75,819.93,1.40B,-0.53%
09/04/2013,827.23,828.57,832.42,823.15,1.44B,0.21%
08/04/2013,825.46,830.24,832.47,819.79,1.61B,-0.63%
05/04/2013,830.66,832.53,835.83,827.13,1.95B,0.06%
04/04/2013,830.13,840.75,841.05,830.13,2.22B,-1.58%
03/04/2013,843.49,840.81,843.49,834.48,3.80B,0.77%
02/04/2013,837.02,835.35,839.29,834.08,4.05B,0.42%
01/04/2013,833.52,833.4,838.08,831.67,2.04B,-0.40%
28/03/2013,836.87,832.71,836.87,828.49,1.50B,0.29%
27/03/2013,834.41,821.84,834.41,821.69,2.15B,1.90%
26/03/2013,818.84,810.86,823.52,809.52,1.76B,1.09%
25/03/2013,810.03,806.77,812.24,804.61,1.59B,1.40%
22/03/2013,798.86,815.26,817.89,798.86,2.29B,-2.12%
21/03/2013,816.13,824.09,827.76,812.57,2.01B,-0.90%
20/03/2013,823.53,825.45,826.68,818.61,2.20B,0.15%
19/03/2013,822.28,823.42,827.75,822.27,1.93B,0.25%
18/03/2013,820.22,819.96,823.2,815.62,1.65B,-0.19%
15/03/2013,821.75,820.9,830.84,820.9,2.56B,0.63%
14/03/2013,816.59,826.46,826.47,813.28,2.08B,-1.35%
13/03/2013,827.75,830.82,834.53,823.32,1.98B,-0.48%
11/03/2013,831.71,837.66,839.23,829.98,1.39B,-0.67%
08/03/2013,837.28,833.75,843.94,833.5,1.98B,0.60%
07/03/2013,832.32,829.04,833.06,826.29,2.25B,0.35%
06/03/2013,829.4,819.48,831.71,819.07,3.40B,1.78%
05/03/2013,814.92,819.04,821.63,814.18,2.27B,-0.39%
04/03/2013,818.15,828.14,831.37,813.78,1.95B,-1.19%
01/03/2013,827.97,825.42,829.78,821.06,2.32B,0.39%
28/02/2013,824.74,814.28,824.9,811.45,2.21B,2.00%
27/02/2013,808.53,801.67,810.05,800.96,2.55B,1.22%
26/02/2013,798.76,802.8,802.88,793.98,1.81B,-0.86%
25/02/2013,805.65,796.92,805.65,794.78,2.57B,1.43%
22/02/2013,794.29,790.02,794.29,788.87,3.03B,0.45%
21/02/2013,790.71,787.57,794.92,787.08,2.62B,-0.04%
20/02/2013,791,789.27,791.07,785.99,3.53B,0.55%
19/02/2013,786.67,788.82,790.29,782.69,6.53B,-0.32%
18/02/2013,789.21,790.16,793.15,787.84,2.05B,-0.08%
15/02/2013,789.82,786.29,791.88,785.87,2.76B,0.45%
14/02/2013,786.3,786.86,788.93,783.78,3.64B,0.18%
13/02/2013,784.91,781.68,788.19,780.65,1.76B,0.56%
12/02/2013,780.53,771.89,781.2,771.25,1.11B,1.19%
11/02/2013,771.33,772.21,773.6,769.81,772.47M,0.32%
08/02/2013,768.85,773.78,776.04,768.26,1.01B,-0.20%
07/02/2013,770.39,770.38,773.11,768.37,962.87M,0.07%
06/02/2013,769.85,770.48,772.06,767.02,1.44B,0.39%
05/02/2013,766.85,763.84,768.74,762.15,1.37B,-0.18%
04/02/2013,768.21,770.27,773.74,763.59,1.16B,0.26%
01/02/2013,766.18,762.48,775.06,762.03,1.45B,0.65%
31/01/2013,761.26,760.39,762.5,756.12,1.49B,0.02%
30/01/2013,761.14,759.17,761.8,756.38,1.41B,0.46%
29/01/2013,757.65,758.42,760.01,755.46,1.41B,0.39%
28/01/2013,754.7,758.42,759.39,747.91,909.87M,-0.50%
25/01/2013,758.47,757.18,759.64,752.91,1.76B,0.43%
23/01/2013,755.22,757.49,760.75,748.84,1.14B,-0.01%
22/01/2013,755.26,756.68,759.53,751.32,1.22B,-0.62%
21/01/2013,760,766.4,768.04,758.04,1.12B,-0.90%
18/01/2013,766.92,754.58,766.92,753.35,1.57B,1.94%
17/01/2013,752.3,756,758.65,750.75,926.57M,-0.62%
16/01/2013,756.99,753.4,756.99,751.16,2.12B,0.33%
15/01/2013,754.49,750.96,754.49,747.45,1.28B,0.67%
14/01/2013,749.45,736.04,749.45,733.81,2.47B,2.40%
11/01/2013,731.88,735.92,740.65,731.88,1.61B,-0.28%
10/01/2013,733.91,746.1,747.34,730.72,1.50B,-1.44%
09/01/2013,744.61,753.96,755.21,742.14,2.07B,-1.01%
08/01/2013,752.22,751.27,755.51,748.85,2.36B,0.21%
07/01/2013,750.66,753.29,758.4,750.31,1.72B,-0.43%
04/01/2013,753.88,755.1,756.12,750.18,1.63B,0.10%
03/01/2013,753.13,745.34,755.06,745.34,2.05B,1.39%
02/01/2013,742.79,736.55,746.23,735.2,1.43B,1.05%
28/12/2012,735.04,734.38,738.68,731.56,1.21B,0.69%
27/12/2012,730.01,729.83,732.3,727.75,837.37M,0.06%
26/12/2012,729.6,726.34,729.62,724.11,787.60M,0.51%
21/12/2012,725.92,725.88,731.66,723.11,1.25B,-0.06%
20/12/2012,726.36,729.62,729.78,719.64,1.43B,-0.74%
19/12/2012,731.75,737.01,737.45,727.1,1.40B,-0.54%
18/12/2012,735.75,738.64,740.38,729.6,1.14B,-0.25%
17/12/2012,737.56,735.01,738.94,732.27,1.17B,0.23%
14/12/2012,735.88,738.75,738.91,730.35,958.35M,-0.38%
13/12/2012,738.7,741.06,742.21,734.45,2.40B,-0.54%
12/12/2012,742.69,737.39,743.3,735.34,2.07B,0.83%
11/12/2012,736.55,731.29,737.73,730.39,1.42B,0.67%
10/12/2012,731.66,728.61,734.96,727.05,1.31B,0.58%
07/12/2012,727.41,726.44,729.13,723.16,1.40B,-0.09%
06/12/2012,728.08,730.03,732.37,726.78,1.56B,0.05%
05/12/2012,727.69,723.48,729.28,721.85,1.61B,0.35%
04/12/2012,725.18,728.44,729.06,720.91,1.25B,-1.16%
03/12/2012,733.67,727.08,734.09,724.23,1.35B,0.94%
30/11/2012,726.81,736.84,739.18,723.04,1.83B,-1.58%
29/11/2012,738.45,739.43,740.02,732.43,1.22B,0.35%
28/11/2012,735.88,738.81,739.49,728.69,1.62B,-0.93%
27/11/2012,742.81,751.79,754.31,742.14,1.97B,-1.23%
26/11/2012,752.03,747.43,752.61,746.33,1.48B,0.75%
23/11/2012,746.41,744.17,747.43,741.52,790.73M,0.26%
22/11/2012,744.44,737.55,745.48,737.55,1.03B,0.62%
21/11/2012,739.83,740.27,740.7,735.47,1.11B,0.01%
20/11/2012,739.79,743.53,747.06,734.95,1.25B,0.02%
19/11/2012,739.65,745.95,746.54,736,1.39B,-1.15%
14/11/2012,748.28,746.32,751.39,742.29,1.38B,0.49%
13/11/2012,744.64,743.55,746.67,742.79,1.56B,0.21%
12/11/2012,743.05,745.81,748.21,741.71,902.38M,-0.52%
09/11/2012,746.97,741.92,746.97,740.97,951.00M,0.05%
08/11/2012,746.63,741.46,746.63,738.7,1.05B,-0.58%
07/11/2012,751.01,744.33,751.08,743.42,1.21B,1.13%
06/11/2012,742.65,741.57,743.48,738.63,1.19B,0.24%
05/11/2012,740.89,745.35,746.2,737.76,1.02B,-0.97%
02/11/2012,748.16,748.67,749.93,745.21,1.27B,0.06%
01/11/2012,747.69,746.39,748.01,740.73,2.00B,-0.46%
31/10/2012,751.12,752.6,753.87,745.38,2.02B,-0.41%
30/10/2012,754.24,747.48,755.09,747.06,2.84B,0.90%
29/10/2012,747.54,747.1,749.95,744.38,1.78B,-0.27%
25/10/2012,749.6,749.43,751.72,747.11,2.12B,0.10%
24/10/2012,748.88,746.01,751.4,744.59,1.12B,0.06%
23/10/2012,748.46,752.75,754.51,745.21,1.20B,-0.51%
22/10/2012,752.3,745.51,752.58,744.24,1.23B,0.27%
19/10/2012,750.3,756.31,756.67,748.71,1.25B,-0.71%
18/10/2012,755.63,754.29,757.23,751.93,1.27B,0.53%
17/10/2012,751.66,752.63,755.09,748.18,1.76B,0.21%
16/10/2012,750.08,748.41,750.33,744.05,1.36B,0.47%
15/10/2012,746.6,745.32,747.34,742.18,1.32B,0.08%
12/10/2012,745.98,744.24,748.42,743.59,2.02B,0.56%
11/10/2012,741.8,739.22,741.8,737.13,1.52B,-0.04%
10/10/2012,742.09,737.37,742.18,734.32,1.13B,0.05%
09/10/2012,741.72,740.18,743.88,738.09,1.02B,0.36%
08/10/2012,739.03,745.06,748.71,732.96,1.28B,-0.78%
05/10/2012,744.84,739.58,748.08,739.49,1.34B,1.15%
04/10/2012,736.37,731.77,737.35,730.18,981.51M,0.78%
03/10/2012,730.64,733.51,733.51,728.49,1.40B,-0.01%
02/10/2012,730.71,728.35,732.77,727.93,1.59B,0.65%
01/10/2012,726,728.5,728.5,722.21,1.10B,-0.79%
28/09/2012,731.77,728.23,732.13,726.7,1.29B,0.90%
27/09/2012,725.24,718.27,728.94,716.68,1.66B,1.15%
26/09/2012,716.99,722.92,724.01,711.82,1.36B,-1.21%
25/09/2012,725.78,722.29,727.08,718.51,2.07B,0.74%
24/09/2012,720.45,725.13,729.39,718.58,2.45B,-1.36%
21/09/2012,730.37,727.68,730.47,723.72,1.93B,0.68%
20/09/2012,725.45,728.01,729.02,722.96,2.71B,-0.77%
19/09/2012,731.05,725.62,733.62,725.02,1.96B,0.48%
18/09/2012,727.57,730.85,731.57,723,1.42B,-0.72%
17/09/2012,732.87,734.76,736.43,729.38,2.16B,0.05%
14/09/2012,732.53,724.75,736.89,724.56,3.07B,2.32%
13/09/2012,715.89,717.06,719.28,714.06,2.44B,-0.18%
12/09/2012,717.21,717.27,719.29,710.57,1.35B,0.38%
11/09/2012,714.48,713.62,715.27,709.9,1.52B,-0.17%
10/09/2012,715.7,713.84,717.15,709.44,1.41B,0.59%
07/09/2012,711.51,710.84,713.85,708.11,2.02B,1.13%
06/09/2012,703.53,699.89,704.53,699.27,2.28B,0.82%
05/09/2012,697.78,699.95,705.88,696.17,2.22B,-0.94%
04/09/2012,704.37,707.26,709.04,703.44,2.24B,-0.33%
03/09/2012,706.73,693.64,707.19,692.25,1.21B,1.61%
31/08/2012,695.53,683.52,698.06,678.45,2.04B,0.98%
30/08/2012,688.75,694.95,696.44,685,1.94B,-1.92%
29/08/2012,702.22,709.98,710.83,698.04,1.92B,-1.37%
28/08/2012,711.94,714.3,716.97,708.07,1.77B,-0.18%
27/08/2012,713.21,713.26,715.29,711.51,443.84M,-0.01%
24/08/2012,713.26,713.99,717.22,710.1,966.11M,-0.68%
